integrale de 0 a t
0.01	1228383.7562891
0.02	1228383.7562891
0.03	1228383.7562891
0.04	1228383.7562891
0.05	1228383.7562891
0.06	1228383.7562891
0.07	1228383.7562891
0.08	1228383.7562891
0.09	1228383.7562891
0.1	1228383.7562891
0.11	1228383.7562891
0.12	1228383.7562891
0.13	1228383.7562891
0.14	1228383.7562891
0.15	1228383.7562891
0.16	1228383.7562891
0.17	1228383.7562891
0.18	1228383.7562891
0.19	1228383.7562891
0.2	1228383.7562891
0.21	1228383.7562891
0.22	1228383.7562891
0.23	1228383.7562891
0.24	1228383.7562891
0.25	1228383.7562891
0.26	1228383.7562891
0.27	1228383.7562891
0.28	1228383.7562891
0.29	1228383.7562891
0.3	1228383.7562891
0.31	1228383.7562891
0.32	1228383.7562891
0.33	1228383.7562891
0.34	1228383.7562891
0.35	1228383.7562891
0.36	1228383.7562891
0.37	1228383.7562891
0.38	1228383.7562891
0.39	1228383.7562891
0.4	1228383.7562891
0.41	1228383.7562891
0.42	1228383.7562891
0.43	1228383.7562891
0.44	1228383.7562891
0.45	1228383.7562891
0.46	1228383.7562891
0.47	1228383.7562891
0.48	1228383.7562891
0.49	1228383.7562891
0.5	1228383.7562891
0.51	1228383.7562891
0.52	1228383.7562891
0.53	1228383.7562891
0.54	1228383.7562891
0.55	1228383.7562891
0.56	1228383.7562891
0.57	1228383.7562891
0.58	1228383.7562891
0.59	1228383.7562891
0.6	1228383.7562891
0.61	1228383.7562891
0.62	1228383.7562891
0.63	1228383.7562891
0.64	1228383.7562891
0.65	1228383.7562891
0.66	1228383.7562891
0.67	1228383.7562891
0.68	1228383.7562891
0.69	1228383.7562891
0.7	1228383.7562891
0.71	1228383.7562891
0.72	1228383.7562891
0.73	1228383.7562891
0.74	1228383.7562891
0.75	1228383.7562891
0.76	1228383.7562891
0.77	1228383.7562891
0.78	1228383.7562891
0.79	1228383.7562891
0.8	1228383.7562891
0.81	1228383.7562891
0.82	1228383.7562891
0.83	1228383.7562891
0.84	1228383.7562891
0.85	1228383.7562891
0.86	1228383.7562891
0.87	1228383.7562891
0.88	1228383.7562891
0.89	1228383.7562891
0.9	1228383.7562891
0.91	1228383.7562891
0.92	1228383.7562891
0.93	1228383.7562891
0.94	1228383.7562891
0.95	1228383.7562891
0.96	1228383.7562891
0.97	1228383.7562891
0.98	1228383.7562891
0.99	1228383.7562891
1	1228383.7562891
1.01	1228383.7562891
1.02	1228383.7562891
1.03	1228383.7562891
1.04	1228383.7562891
1.05	1228383.7562891
1.06	1228383.7562891
1.07	1228383.7562891
1.08	1228383.7562891
1.09	1228383.7562891
1.1	1228383.7562891
1.11	1228383.7562891
1.12	1228383.7562891
1.13	1228383.7562891
1.14	1228383.7562891
1.15	1228383.7562891
1.16	1228383.7562891
1.17	1228383.7562891
1.18	1228383.7562891
1.19	1228383.7562891
1.2	1228383.7562891
1.21	1228383.7562891
1.22	1228383.7562891
1.23	1228383.7562891
1.24	1228383.7562891
1.25	1228383.7562891
1.26	1228383.7562891
1.27	1228383.7562891
1.28	1228383.7562891
1.29	1228383.7562891
1.3	1228383.7562891
1.31	1228383.7562891
1.32	1228383.7562891
1.33	1228383.7562891
1.34	1228383.7562891
1.35	1228383.7562891
1.36	1228383.7562891
1.37	1228383.7562891
1.38	1228383.7562891
1.39	1228383.7562891
1.4	1228383.7562891
1.41	1228383.7562891
1.42	1228383.7562891
1.43	1228383.7562891
1.44	1228383.7562891
1.45	1228383.7562891
1.46	1228383.7562891
1.47	1228383.7562891
1.48	1228383.7562891
1.49	1228383.7562891
1.5	1228383.7562891
1.51	1228383.7562891
1.52	1228383.7562891
1.53	1228383.7562891
1.54	1228383.7562891
1.55	1228383.7562891
1.56	1228383.7562891
1.57	1228383.7562891
1.58	1228383.7562891
1.59	1228383.7562891
1.6	1228383.7562891
1.61	1228383.7562891
1.62	1228383.7562891
1.63	1228383.7562891
1.64	1228383.7562891
1.65	1228383.7562891
1.66	1228383.7562891
1.67	1228383.7562891
1.68	1228383.7562891
1.69	1228383.7562891
1.7	1228383.7562891
1.71	1228383.7562891
1.72	1228383.7562891
1.73	1228383.7562891
1.74	1228383.7562891
1.75	1228383.7562891
1.76	1228383.7562891
1.77	1228383.7562891
1.78	1228383.7562891
1.79	1228383.7562891
1.8	1228383.7562891
1.81	1228383.7562891
1.82	1228383.7562891
1.83	1228383.7562891
1.84	1228383.7562891
1.85	1228383.7562891
1.86	1228383.7562891
1.87	1228383.7562891
1.88	1228383.7562891
1.89	1228383.7562891
1.9	1228383.7562891
1.91	1228383.7562891
1.92	1228383.7562891
1.93	1228383.7562891
1.94	1228383.7562891
1.95	1228383.7562891
1.96	1228383.7562891
1.97	1228383.7562891
1.98	1228383.7562891
1.99	1228383.7562891
2	1228383.7562891
2.01	1228383.7562891
2.02	1228383.7562891
2.03	1228383.7562891
2.04	1228383.7562891
2.05	1228383.7562891
2.06	1228383.7562891
2.07	1228383.7562891
2.08	1228383.7562891
2.09	1228383.7562891
2.1	1228383.7562891
2.11	1228383.7562891
2.12	1228383.7562891
2.13	1228383.7562891
2.14	1228383.7562891
2.15	1228383.7562891
2.16	1228383.7562891
2.17	1228383.7562891
2.18	1228383.7562891
2.19	1228383.7562891
2.2	1228383.7562891
2.21	1228383.7562891
2.22	1228383.7562891
2.23	1228383.7562891
2.24	1228383.7562891
2.25	1228383.7562891
2.26	1228383.7562891
2.27	1228383.7562891
2.28	1228383.7562891
2.29	1228383.7562891
2.3	1228383.7562891
2.31	1228383.7562891
2.32	1228383.7562891
2.33	1228383.7562891
2.34	1228383.7562891
2.35	1228383.7562891
2.36	1228383.7562891
2.37	1228383.7562891
2.38	1228383.7562891
2.39	1228383.7562891
2.4	1228383.7562891
2.41	1228383.7562891
2.42	1228383.7562891
2.43	1228383.7562891
2.44	1228383.7562891
2.45	1228383.7562891
2.46	1228383.7562891
2.47	1228383.7562891
2.48	1228383.7562891
2.49	1228383.7562891
2.5	1228383.7562891
2.51	1228383.7562891
2.52	1228383.7562891
2.53	1228383.7562891
2.54	1228383.7562891
2.55	1228383.7562891
2.56	1228383.7562891
2.57	1228383.7562891
2.58	1228383.7562891
2.59	1228383.7562891
2.6	1228383.7562891
2.61	1228383.7562891
2.62	1228383.7562891
2.63	1228383.7562891
2.64	1228383.7562891
2.65	1228383.7562891
2.66	1228383.7562891
2.67	1228383.7562891
2.68	1228383.7562891
2.69	1228383.7562891
2.7	1228383.7562891
2.71	1228383.7562891
2.72	1228383.7562891
2.73	1228383.7562891
2.74	1228383.7562891
2.75	1228383.7562891
2.76	1228383.7562891
2.77	1228383.7562891
2.78	1228383.7562891
2.79	1228383.7562891
2.8	1228383.7562891
2.81	1228383.7562891
2.82	1228383.7562891
2.83	1228383.7562891
2.84	1228383.7562891
2.85	1228383.7562891
2.86	1228383.7562891
2.87	1228383.7562891
2.88	1228383.7562891
2.89	1228383.7562891
2.9	1228383.7562891
2.91	1228383.7562891
2.92	1228383.7562891
2.93	1228383.7562891
2.94	1228383.7562891
2.95	1228383.7562891
2.96	1228383.7562891
2.97	1228383.7562891
2.98	1228383.7562891
2.99	1228383.7562891
3	1228383.7562891
3.01	1228383.7562891
3.02	1228383.7562891
3.03	1228383.7562891
3.04	1228383.7562891
3.05	1228383.7562891
3.06	1228383.7562891
3.07	1228383.7562891
3.08	1228383.7562891
3.09	1228383.7562891
3.1	1228383.7562891
3.11	1228383.7562891
3.12	1228383.7562891
3.13	1228383.7562891
3.14	1228383.7562891
3.15	1228383.7562891
3.16	1228383.7562891
3.17	1228383.7562891
3.18	1228383.7562891
3.19	1228383.7562891
3.2	1228383.7562891
3.21	1228383.7562891
3.22	1228383.7562891
3.23	1228383.7562891
3.24	1228383.7562891
3.25	1228383.7562891
3.26	1228383.7562891
3.27	1228383.7562891
3.28	1228383.7562891
3.29	1228383.7562891
3.3	1228383.7562891
3.31	1228383.7562891
3.32	1228383.7562891
3.33	1228383.7562891
